ベンダ,GRAPHTEC Corporation
モデル,GL900
バージョン,Ver2.09
測定間隔,2ms
測定点数,5000        
トリガ点,1                    
開始時刻,2015-10-05,14:24:11
終了時刻,2015-10-05,14:24:21
トリガ時刻,2015-10-05,14:24:11
アンプ設定
CH,信号名,入力,レンジ,フィルタ,スパン
CH1, " CH 1",TEMP,TC_K,Off,300.000,-100.000,ﾟC
CH2, " CH 2",DC,1-5V,Off,401.000,1.000,kPa
CH3, " CH 3",DC,10V,Off,114.300,0.000,ml
Logic/Pulse,Off
XY1,On,CH3,CH2
XY2,Off,CH1,CH3
XY3,Off,CH1,CH1
XY4,Off,CH1,CH1

測定値
番号,日付,時間,us,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Alarm,AlarmOut
NO.,Date,Time,us,ﾟC,kPa,ml,,,,,
184,2015/10/05,14:24:11,366000,+25.2,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
185,2015/10/05,14:24:11,368000,+25.3,+102.3,+59.96,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
186,2015/10/05,14:24:11,370000,+25.4,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
187,2015/10/05,14:24:11,372000,+25.6,+102.5,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
188,2015/10/05,14:24:11,374000,+25.7,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
189,2015/10/05,14:24:11,376000,+25.1,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
190,2015/10/05,14:24:11,378000,+25.4,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
191,2015/10/05,14:24:11,380000,+25.6,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
192,2015/10/05,14:24:11,382000,+25.3,+102.3,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
193,2015/10/05,14:24:11,384000,+25.4,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
194,2015/10/05,14:24:11,386000,+25.3,+102.4,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
195,2015/10/05,14:24:11,388000,+25.7,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
196,2015/10/05,14:24:11,390000,+25.7,+102.6,+59.90,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
197,2015/10/05,14:24:11,392000,+25.4,+102.3,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
198,2015/10/05,14:24:11,394000,+25.9,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
199,2015/10/05,14:24:11,396000,+25.4,+102.2,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
200,2015/10/05,14:24:11,398000,+26.0,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
201,2015/10/05,14:24:11,400000,+25.0,+102.3,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
202,2015/10/05,14:24:11,402000,+25.4,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
203,2015/10/05,14:24:11,404000,+25.2,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
204,2015/10/05,14:24:11,406000,+25.3,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
205,2015/10/05,14:24:11,408000,+25.4,+102.3,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
206,2015/10/05,14:24:11,410000,+25.4,+102.5,+59.91,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
207,2015/10/05,14:24:11,412000,+25.4,+102.3,+59.90,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
208,2015/10/05,14:24:11,414000,+25.7,+102.2,+59.90,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
209,2015/10/05,14:24:11,416000,+25.4,+102.4,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
210,2015/10/05,14:24:11,418000,+25.4,+102.1,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
211,2015/10/05,14:24:11,420000,+24.9,+102.3,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
212,2015/10/05,14:24:11,422000,+25.1,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
213,2015/10/05,14:24:11,424000,+24.9,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
214,2015/10/05,14:24:11,426000,+24.8,+102.3,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
215,2015/10/05,14:24:11,428000,+25.6,+102.5,+59.96,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
216,2015/10/05,14:24:11,430000,+25.4,+102.2,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
217,2015/10/05,14:24:11,432000,+25.7,+102.4,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
218,2015/10/05,14:24:11,434000,+25.6,+102.2,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
219,2015/10/05,14:24:11,436000,+25.4,+102.2,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
220,2015/10/05,14:24:11,438000,+25.7,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
221,2015/10/05,14:24:11,440000,+25.6,+102.5,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
222,2015/10/05,14:24:11,442000,+25.2,+102.4,+59.91,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
223,2015/10/05,14:24:11,444000,+24.9,+102.2,+59.91,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
224,2015/10/05,14:24:11,446000,+25.1,+102.4,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
225,2015/10/05,14:24:11,448000,+25.7,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
226,2015/10/05,14:24:11,450000,+25.4,+102.5,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
227,2015/10/05,14:24:11,452000,+25.6,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
228,2015/10/05,14:24:11,454000,+25.3,+102.5,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
229,2015/10/05,14:24:11,456000,+25.2,+102.3,+59.96,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
230,2015/10/05,14:24:11,458000,+25.6,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
231,2015/10/05,14:24:11,460000,+25.6,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
232,2015/10/05,14:24:11,462000,+25.4,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
233,2015/10/05,14:24:11,464000,+25.3,+102.2,+59.91,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
234,2015/10/05,14:24:11,466000,+25.7,+102.5,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
235,2015/10/05,14:24:11,468000,+25.4,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
236,2015/10/05,14:24:11,470000,+25.6,+102.4,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
237,2015/10/05,14:24:11,472000,+25.4,+102.4,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
238,2015/10/05,14:24:11,474000,+25.4,+102.5,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
239,2015/10/05,14:24:11,476000,+25.1,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
240,2015/10/05,14:24:11,478000,+25.3,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
241,2015/10/05,14:24:11,480000,+25.1,+102.4,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
242,2015/10/05,14:24:11,482000,+25.4,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
243,2015/10/05,14:24:11,484000,+25.3,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
244,2015/10/05,14:24:11,486000,+25.4,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
245,2015/10/05,14:24:11,488000,+25.1,+102.4,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
246,2015/10/05,14:24:11,490000,+25.6,+102.4,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
247,2015/10/05,14:24:11,492000,+25.3,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
248,2015/10/05,14:24:11,494000,+25.6,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
249,2015/10/05,14:24:11,496000,+25.5,+102.5,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
250,2015/10/05,14:24:11,498000,+25.1,+102.4,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
251,2015/10/05,14:24:11,500000,+25.7,+102.5,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
252,2015/10/05,14:24:11,502000,+25.1,+102.4,+59.91,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
253,2015/10/05,14:24:11,504000,+25.4,+102.5,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
254,2015/10/05,14:24:11,506000,+24.7,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
255,2015/10/05,14:24:11,508000,+25.1,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
256,2015/10/05,14:24:11,510000,+25.7,+102.4,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
257,2015/10/05,14:24:11,512000,+25.7,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
258,2015/10/05,14:24:11,514000,+25.7,+102.2,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
259,2015/10/05,14:24:11,516000,+25.5,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
260,2015/10/05,14:24:11,518000,+25.1,+102.3,+59.96,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
261,2015/10/05,14:24:11,520000,+25.4,+102.3,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
262,2015/10/05,14:24:11,522000,+25.2,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
263,2015/10/05,14:24:11,524000,+25.4,+102.5,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
264,2015/10/05,14:24:11,526000,+25.3,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
265,2015/10/05,14:24:11,528000,+25.3,+102.2,+59.96,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
266,2015/10/05,14:24:11,530000,+25.3,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
267,2015/10/05,14:24:11,532000,+25.6,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
268,2015/10/05,14:24:11,534000,+25.7,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
269,2015/10/05,14:24:11,536000,+25.3,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
270,2015/10/05,14:24:11,538000,+25.9,+102.4,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
271,2015/10/05,14:24:11,540000,+25.0,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
272,2015/10/05,14:24:11,542000,+25.2,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
273,2015/10/05,14:24:11,544000,+25.4,+102.3,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
274,2015/10/05,14:24:11,546000,+25.2,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
275,2015/10/05,14:24:11,548000,+25.3,+102.2,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
276,2015/10/05,14:24:11,550000,+25.6,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
277,2015/10/05,14:24:11,552000,+25.4,+102.4,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
278,2015/10/05,14:24:11,554000,+25.6,+102.4,+59.91,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
279,2015/10/05,14:24:11,556000,+25.1,+102.1,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
280,2015/10/05,14:24:11,558000,+25.4,+102.4,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
281,2015/10/05,14:24:11,560000,+25.4,+102.5,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
282,2015/10/05,14:24:11,562000,+25.1,+102.2,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
283,2015/10/05,14:24:11,564000,+25.6,+102.3,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
284,2015/10/05,14:24:11,566000,+25.4,+102.5,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
285,2015/10/05,14:24:11,568000,+25.4,+102.3,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
286,2015/10/05,14:24:11,570000,+25.4,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
287,2015/10/05,14:24:11,572000,+25.5,+102.2,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
288,2015/10/05,14:24:11,574000,+25.4,+102.3,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
289,2015/10/05,14:24:11,576000,+25.1,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
290,2015/10/05,14:24:11,578000,+25.6,+102.4,+59.96,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
291,2015/10/05,14:24:11,580000,+25.2,+102.2,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
292,2015/10/05,14:24:11,582000,+24.8,+102.3,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
293,2015/10/05,14:24:11,584000,+25.1,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
294,2015/10/05,14:24:11,586000,+25.3,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
295,2015/10/05,14:24:11,588000,+25.4,+102.2,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
296,2015/10/05,14:24:11,590000,+25.4,+102.2,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
297,2015/10/05,14:24:11,592000,+25.4,+102.5,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
298,2015/10/05,14:24:11,594000,+25.4,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
299,2015/10/05,14:24:11,596000,+25.4,+102.3,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
300,2015/10/05,14:24:11,598000,+25.7,+102.3,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
301,2015/10/05,14:24:11,600000,+25.3,+102.5,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
302,2015/10/05,14:24:11,602000,+25.5,+102.2,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
303,2015/10/05,14:24:11,604000,+25.1,+102.6,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
304,2015/10/05,14:24:11,606000,+25.6,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
305,2015/10/05,14:24:11,608000,+25.1,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
306,2015/10/05,14:24:11,610000,+25.4,+102.1,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
307,2015/10/05,14:24:11,612000,+25.3,+102.4,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
308,2015/10/05,14:24:11,614000,+25.4,+102.1,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
309,2015/10/05,14:24:11,616000,+25.5,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
310,2015/10/05,14:24:11,618000,+25.4,+102.5,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
311,2015/10/05,14:24:11,620000,+25.3,+102.5,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
312,2015/10/05,14:24:11,622000,+25.6,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
313,2015/10/05,14:24:11,624000,+25.4,+102.4,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
314,2015/10/05,14:24:11,626000,+25.7,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
315,2015/10/05,14:24:11,628000,+25.4,+102.2,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
316,2015/10/05,14:24:11,630000,+25.1,+102.3,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
317,2015/10/05,14:24:11,632000,+25.4,+102.5,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
318,2015/10/05,14:24:11,634000,+25.6,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
319,2015/10/05,14:24:11,636000,+25.7,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
320,2015/10/05,14:24:11,638000,+25.3,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
321,2015/10/05,14:24:11,640000,+25.3,+102.3,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
322,2015/10/05,14:24:11,642000,+25.3,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
323,2015/10/05,14:24:11,644000,+25.1,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
324,2015/10/05,14:24:11,646000,+25.1,+102.5,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
325,2015/10/05,14:24:11,648000,+25.1,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
326,2015/10/05,14:24:11,650000,+25.4,+102.5,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
327,2015/10/05,14:24:11,652000,+25.9,+102.4,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
328,2015/10/05,14:24:11,654000,+25.4,+102.5,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
329,2015/10/05,14:24:11,656000,+25.5,+102.4,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
330,2015/10/05,14:24:11,658000,+25.6,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
331,2015/10/05,14:24:11,660000,+25.5,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
332,2015/10/05,14:24:11,662000,+24.9,+102.4,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
333,2015/10/05,14:24:11,664000,+24.6,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
334,2015/10/05,14:24:11,666000,+25.6,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
335,2015/10/05,14:24:11,668000,+25.4,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
336,2015/10/05,14:24:11,670000,+25.9,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
337,2015/10/05,14:24:11,672000,+25.3,+102.2,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
338,2015/10/05,14:24:11,674000,+25.7,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
339,2015/10/05,14:24:11,676000,+25.4,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
340,2015/10/05,14:24:11,678000,+25.1,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
341,2015/10/05,14:24:11,680000,+25.3,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
342,2015/10/05,14:24:11,682000,+25.4,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
343,2015/10/05,14:24:11,684000,+25.1,+102.4,+59.91,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
344,2015/10/05,14:24:11,686000,+25.4,+102.4,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
345,2015/10/05,14:24:11,688000,+25.4,+102.3,+59.91,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
346,2015/10/05,14:24:11,690000,+25.4,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
347,2015/10/05,14:24:11,692000,+25.4,+102.5,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
348,2015/10/05,14:24:11,694000,+25.4,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
349,2015/10/05,14:24:11,696000,+25.4,+102.4,+59.90,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
350,2015/10/05,14:24:11,698000,+25.4,+102.4,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
351,2015/10/05,14:24:11,700000,+26.0,+102.2,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
352,2015/10/05,14:24:11,702000,+25.4,+102.5,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
353,2015/10/05,14:24:11,704000,+25.7,+102.2,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
354,2015/10/05,14:24:11,706000,+25.2,+102.3,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
355,2015/10/05,14:24:11,708000,+25.7,+102.6,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
356,2015/10/05,14:24:11,710000,+25.4,+102.3,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
357,2015/10/05,14:24:11,712000,+25.6,+102.2,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
358,2015/10/05,14:24:11,714000,+25.6,+102.2,+59.91,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
359,2015/10/05,14:24:11,716000,+25.6,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
360,2015/10/05,14:24:11,718000,+24.9,+102.5,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
361,2015/10/05,14:24:11,720000,+25.4,+102.4,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
362,2015/10/05,14:24:11,722000,+25.4,+102.3,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
363,2015/10/05,14:24:11,724000,+25.3,+102.3,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
364,2015/10/05,14:24:11,726000,+25.4,+102.2,+59.96,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
365,2015/10/05,14:24:11,728000,+25.2,+102.2,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
366,2015/10/05,14:24:11,730000,+25.3,+102.4,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
367,2015/10/05,14:24:11,732000,+25.3,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
368,2015/10/05,14:24:11,734000,+25.7,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
369,2015/10/05,14:24:11,736000,+25.2,+102.3,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
370,2015/10/05,14:24:11,738000,+25.3,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
371,2015/10/05,14:24:11,740000,+25.3,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
372,2015/10/05,14:24:11,742000,+25.0,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
373,2015/10/05,14:24:11,744000,+24.8,+102.4,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
374,2015/10/05,14:24:11,746000,+25.5,+102.3,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
375,2015/10/05,14:24:11,748000,+25.5,+102.2,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
376,2015/10/05,14:24:11,750000,+25.6,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
377,2015/10/05,14:24:11,752000,+25.9,+102.4,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
378,2015/10/05,14:24:11,754000,+25.7,+102.5,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
379,2015/10/05,14:24:11,756000,+25.1,+102.2,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
380,2015/10/05,14:24:11,758000,+25.6,+102.5,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
381,2015/10/05,14:24:11,760000,+25.2,+102.4,+59.96,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
382,2015/10/05,14:24:11,762000,+25.3,+102.4,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
383,2015/10/05,14:24:11,764000,+25.1,+102.2,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
384,2015/10/05,14:24:11,766000,+25.4,+102.5,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
385,2015/10/05,14:24:11,768000,+25.4,+102.2,+59.94,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
386,2015/10/05,14:24:11,770000,+25.2,+102.5,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
387,2015/10/05,14:24:11,772000,+25.9,+102.3,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
388,2015/10/05,14:24:11,774000,+25.6,+102.4,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
389,2015/10/05,14:24:11,776000,+25.4,+102.3,+59.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
390,2015/10/05,14:24:11,778000,+25.4,+102.4,+59.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
391,2015/10/05,14:24:11,780000,+25.4,+102.4,+59.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
